filename	transcription
wavs_49	คุณจงรู้ว่าพันธกิจทางจิตวิญญาณของคุณและทรัพยากรเสริม The team ทั้งหมดของคุณ พร้อมแล้วที่จะเสนอตัวตนเข้ามาในชีวิตคุณเมื่อคุณต้องการ หน้าหนึ่งร้อยห้าสิบเอ็ด หนึ่งสี่หนึ่งสี่ หนึ่งสี่สี่หนึ่ง หนึ่งหนึ่งสี่สี่ สี่หนึ่งหนึ่งสี่ หนึ่งสี่หนึ่งสี่ คือพลังของเลข 1 และเลข 4 ความหมายของเลข 1 นั้น ได้เขียนซ้ำๆเอาไว้หลายตอนแล้วว่า หมายถึง การขับเคลื่อนไปข้างหน้า การเริ่มต้นด้วยการอัปเกรด การยกระดับในทุกๆด้าน และในอีกคามหมายหนึ่งเลขหนึ่งยังหมายถึงความเชื่อมั่นและศรัทธาในตัวเองหมายถึงอัตลักษณ์ซึ่งโดดเด่นไม่ซ้ำใครในตัวเองของคุณ สี่หมายถึงคนที่ทุ่มเทและทำงานหนัก
wavs_50	3. ความคิดแบบเจาะจง ตั้งใจจริง และลงมือปฏิบัติจริง โฟกัสเสร็จ และเพี้ยวแอทเทนชั่น ทรูเมนิเฟส ออลล์ยูอร์ดีไซเดิร์ท แนวคิดเพื่อการออกแบบชีวิตตัวเองจากโลกภายใน โฟกัสเฉพาะสิ่งที่คุณปรารถนาที่ต้องการให้เกิดขึ้นในชีวิตคุณ ให้เวลากับสิ่งที่คุณปรารถนา พร้อมกับเริ่มลงมือปฏิบัติฝึกฝนทุ่มเทภาพแห่งเป้าหมายที่ตั้งความปรารถนาเอาไว้ต้องชัดเจนเสมือนหนึ่งเกิดขึ้นเรียบร้อยแล้วความรู้สึกออกมาจากภายในต้องชัดเจนว่าตัวเรามีคุณค่าที่จะได้รับสิ่งนั้น หลายคนที่รู้และเข้าใจกฎข้อนี้ แต่ไม่สามารถนำไปใช้ให้เกิดผลได้ มีคำแนะนำเพิ่มเติมค่ะ คือคุณต้องไม่ขัดแย้งหรือว่าย้อนแย้งในตัวเอง หลายคนสร้างภาพชัดเจน แต่ลึก ๆ ในใจ
wavs_51	โอรสองโตเป็นหัวหน้ากษัตริย์ชื่อแอชลาส หมู่เกาะนี้เลยได้ชื่อตามกษัตริย์ผู้เป็นใหญ่ บิดาของท่านทอดส์มีนามว่า ตอม เป็นผู้ถ่ายทอดข้อมูลความรู้ให้กับชาวเกาะอันเดล และเป็นผู้รักษาวิหารศักดิ์สิทธิ์อันเป็นที่อยู่ของเหล่าอาจารย์ผู้ทรงภูมิปัญญา อดคือผู้ถูกเลือก ได้รับการถ่ายทอดวิชาจากเหล่าคณาจารย์ที่อยู่ในวิหารอมันติ ความตกต่ำเสื่อมโทรมเกิดในจิตใจของผู้คนแห่งแอตแลนติสจนถึงขีดสุด ทอดได้บอกถึงการลงโทษผู้คนเหล่านั้น โดยอาจารย์ผู้ทรงพลังพิเศษที่อยู่ในวิหารอมันติได้ใช้โลโก้ไฟจากลาวาทำให้เกิดคลื่นยักษ์ถล่มจมแอลันติสลงสู่ก้นมหาสมุทรที่เหลือรอดก็เฉพาะวิหารแห่งสมุทร
wavs_52	พระเอกของเราจากไซเรียนได้รับชัยชนะในปฏิบัติการโต้กลับครั้งนี้ ไซเรียนสามารถยึดพื้นที่คืนได้อย่างมากมายทำให้ชาวลิเรียน ชาวไรล่า มีโอกาสได้พักเบรกฟื้นฟูดวงดาวของตัวเอง พระเอกของเราได้ประจำสถานีดูแลดวงดาวต่างต่างในระบบไรล่า นักรบผู้กล้าส่งกำลังพิทักษ์ผู้อ่อนแอกว่าแต่ไม่อาจรู้ได้เลยว่ามีสิ่งใดกำลังจะเกิดขึ้นกับบ้านของตัวเอง แรพทีเรียนที่สงบนิ่งเหมือนพักรบได้วางแผนตลบหลังพระเอกของเราอย่างแสบสัน การโต้กลับที่วางแผนจัดเตรียมไว้เป็นอย่างดีสมาพันธ์แล็ปทีเรียนทำการบุกกระหน่ำโจมตีดาวไซเรียนพร้อมกันจากหลากหลายทิศทางอย่างรวดเร็วการรวมตัวของพระเอกเราเพื่อนำกำลังมา
wavs_53	การรังสีทางซีกตะวันตกของดาวสุกและสร้างโฮโรแกรมพลางการตรวจจับของฝ่ายแล็บไทย ย้ายมิติพร้อมเร่งงานฟอกจิตแบบเร่งด่วนการส่งผู้นำแสงสว่างในระดับอาเจลิคบีอิ้ง เทพที่มีรัศมีกายแบบโปร่งแสงลงพื้นทำงานดีวายออเดอร์แบบฟาสต์แแทคกลับสู่ความเป็นแสงสว่างแบบเร่งด่วนได้ผลเป็นอย่างดีเพราะที่ดาวดวงนี้ไม่ได้ถูกวางให้เป็นนักรบของระบบสุริยะเหมือนอย่างดาวอังคาร สอง พรีอาเดียนที่ไม่ได้อยู่ในข้อตกลงของดีไวน์แพลนส์ในตอนแรกได้ทำการเข้าโจมตีด่านป้องกันพวกรักชายของดาวสุขพร้อมทำลายล้างสถานีควบคุมดวงจันทร์ทั้งสามส่งผลให้พื้นผิวของดาวส่วนใหญ่เสียหาย
wavs_54	จากที่อื่นมาเล่าให้ฟังและมีคำถามกลับมาว่า ใช่ไหมป้าถูกไหมป้าทำไมเขาพูดอย่างนี้ ทำไมเขาสอนแบบนี้ งูเตรูใช่ไหมหนูกำลังโดนเขาครอบจิตและถูกใช้ร่างหรือเปล่า ขีดป้ายิงคำถามกลับไปเช่นเดิม อันไหนที่ชอบ อันไหนที่ไม่ชอบ เรื่องไหนที่รู้สึกว่าใช่ แล้วเรื่องไหนที่รู้สึกว่าไม่ใช่ การสื่อสารเป็นเรื่องของคุรุท่านนั้น รับเอาหรือวางไว้ตรงนั้น มันเป็นเรื่องของเรา ป้ามีแบบฝึกหัดง่ายๆให้กับโค้ชชี่ของป้าคือ ให้หายใจเข้าลกๆหายใจออกยาวๆเพื่อการเคลียร์ลมหายใจหยาบ 3-5 ชุดลมหายใจโดยไม่ต้องกักลมดึงลมหายใจเป็นสายเข้ามาลากลงไปให้ถึงช่วง
wavs_55	คล้าย ๆ กัน โค้ชป้าแพม ภาพประกอบเป็นภาพขาวดำมีใบหน้าผู้หญิงครึ่งหน้าหลับตา มีรูปหัวใจสีดำอยู่บริเวณแก้มและหน้าผาก
wavs_56	2. The Law of Correspondence Account คือปรากฏการณ์ที่อยู่เหนือธรรมชาติหรือเป็นเรื่องเกี่ยวกับอาถรรพ์และเวทมนต์ หรือพลังอำนาจจิต ตัวอย่างเช่น การสร้างพิรามิกของทอดส์ในคัมภีร์มรกตแผ่นที่ 1 บอกไว้ว่าทอดส์คือผู้สร้างพิรามิกส์สำหรับไว้เป็นห้องเรียนและทดสอบนักเรียนผู้จะก้าวต่อไปในขั้นการรู้แจ้ง 7 พรินิจพันธุ์กฎจักรวาลทั้ง 7 ข้อวิชาปรัชญาโบราณที่อธิบายเอาไว้ในคัมภีร์มรกตที่มากไปด้วยเนื้อหาและหลายสรรพสาทวิชาที่พวกเรารู้จักกันดีและคุ้นหูกันก็คือ แอสโทนมี ตอนหน้าจะเริ่มพูดถึงกฎจักรวาลที่อยู่ในคัมภีร์มรกตค่ะ หน้าหนึ่งร้อยเก้าสิบสองกฎจักรวาล
wavs_57	ไม่ว่าจะเป็นสถานที่แห่งใดน้องมักจะเจอเหตุการณ์ที่เรียกว่าเห็นวิญญาณเห็นผีตลอดจนชีวิตหาความสงบสุขไม่ได้คอยแต่ระแวงว่าไปตรงไหนจะเจออีกไหมคำถามของน้องพอลคือทำยังไงถึงจะอยู่กับเรื่องราวแบบนี้แล้วใช้ชีวิตอย่างปกติโดยปราศจากความหวาดระแวงและความกลัวได้ ขีดป้าพาน้องพอลตีความของคำว่าผีกลับเข้าไปหาต้นตอนในวัยเด็กว่าทำไมเราถึงเห็นผีทำไมถึงรู้สึกกลัวผี แล้วถามว่าเคยดูหนังการ์ตูนเรื่องแคสเปอร์ผีน่ารักหรือไม่ ถ้าจิตเราบันทึกหรือรับรู้ข้อมูลว่าสิ่งที่เป็นพลังงานที่เราให้ความหมายว่าผี จริงๆแล้วคืออะไร ถามไล่ไปจนรู้ว่าน้องถูกพูดถึง
wavs_58	สำหรับคุณเท่านั้นสิ่งที่คุณรับเป็นข้อมูลที่จำเป็นเพื่อพัฒนาศักยภาพทางจิตวิญญาณที่จะพาคุณไปสู่ก้าวต่อไปในระดับที่สูงขึ้น next level of your spiritual evolutionซึ่งมันขึ้นอยู่กับการส่งแรงปรารถนาออกไปสู่จักรวาล set intentionนั่นเอง 3 คุณได้รับความมั่งคั่งบวกกับความตั้งใจที่เด็ดเดี่ยวในการดึงดูดโอกาสเข้ามาสู่ตัวเองคุณได้รับโอกาสในการเป็นนักสร้างฝันให้เป็นจริงได้อย่างรวดเร็ว เส้นทางที่คุณกำลังเดินไปตามฝันนั้นปราศจากอุปสรรคหรือสิ่งขวางั้น คุณจึงสามารถแสดงศักยภาพของตัวเองได้อย่างไร้ขีดจำกัด สี่ คุณกำลังตกอยู่ในกระแสของความมั่งคั่ง You are in the flow of true abundance เพื่อให้คุณมีการแบ่งตัว
wavs_59	การโฟกัสตรงนี้ให้คุณพุ่งเป้าไปที่อนาคตนะใส่ภาพความสำเร็จให้ชัดเจน เติมแรงบันดาลใจเพิ่มแรงผลักดันเราไปข้างหน้าอย่างกล้าหาญในทิศทางที่เป็นวัตถุประสงค์ของชีวิตอย่างแท้จริงเชื่อมั่นในสิ่งที่คุณจะเป็นเศษใหม่ในชีวิตของคุณอยู่ในที่ที่คุณมุ่งมั่นและก้าวเข้าไปสานนี้ให้มีความสัตย์พาและไว้ใจในความดีทักษะความสามารถที่จะเผชิญหน้ากับทุกสิ่งที่อยู่ข้างหน้าคุณคุณคือสิ่งที่คุณตั้งใจจะเป็นในเวลานี้ทำสิ่งที่ดีที่สุดที่เราชอบและให้เวลากับมัน เป็นเวลาที่ดีของคุณ หนึ่งหนึ่งสี่สี่บทสรุปของการสื่อสารจากตัวเลขที่เน้นย้ำเอาเลขคู่
wavs_60	และยังมีความหมายในทางการพึ่งพาตัวเองและความมั่งคั่งที่มาจากศักยภาพของตัวเอง หนึ่งแปดหนึ่งแปดเป็นตัวเลขแห่งการยกระดับข้อความที่ส่งมาเพื่อให้กำลังใจของเหล่าผู้พิทักษ์เพื่อยืนยันสถานะ ยืนยันความคิดและความเชื่อมุมมองการแสดงออกในความน่าเชื่อถือในความเป็นตัวตนของคุณเป็นสัญญาณที่บอกให้คุณรู้ว่า ความอุดมสมบูรณ์นั้นได้ไหลเวียนเข้ามาหาคุณอย่างต่อเนื่องไม่ขาดสายกำลังหมายเลขหนึ่งเป็นการบอกด้วยว่าความมั่งคั่งได้เพิ่มขึ้นมาเรื่อยเรื่อยในชีวิตคุณและขอให้คุณรู้ว่าความมั่งคั่งอุดมสมบูรณ์นั้นหมุนเวียนเปลี่ยนกันเข้ามาได้ในหลายรูปแบบ 1818 มาเพื่อบอกเล่าว่าขอให้คุณมีความมุ่งมั่นก้าวย่างไปข้างหน้าอย่างมั่นคง
wavs_61	ปกหน้าเป็นปกแข็งสีน้ำเงินเข้มมีตัวอักษรสีทองมีข้อความว่า the story คัมภีร์ปัญญาญาณแห่งการตื่นรู้ตรงการปกมีเหรียญทองสามมิติมีตัวอักษรภาษาอังกฤษตัวพีสีทองด้านล่างมีรูปจักรวาลและมีดาวดวงเล็กเล็กล้อมรอบ ด้านล่างสุดมีข้อความว่า เฟซบุ๊ก พีเอพีเอเอเอ็มเจเอ เรื่องเล่าจากป้าแพม พาริน อิ่ม บุญ พิทักษ์
wavs_62	นี่เองคือการเริ่มต้นของสงครามระหว่างแกแล็กซี่ครั้งที่สองที่โอเรียออน โปรดติดตามตอนต่อไปสงครามแห่งโอเรียออนที่ส่งผลต่อระบบสุริยะ ภาพประกอบหน้าสามสิบเอ็ดเป็นภาพขาวดำเป็นรูปยานอวกาศรูปทรงคล้ายนาฬิกาข้อมือ
wavs_63	อย่างรวดเร็วแต่ก็สามารถร่วงตกลงมาได้อย่างรวดเร็วเช่นกันซึ่งกลุ่มผู้ถือสัญลักษณ์หมายเลขหนึ่งหนึ่งนี้พอจะยอมรับตรงนั้นได้อย่างไม่บอบช้ำ ข้อเสียของกลุ่มรหัสหนึ่งหนึ่งนี้คือชอบแบกทุกอย่างไว้บนไหล่ของตัวเองมีความไวต่อแสงหรือแพ้แสงนั่นเองและมีแนวโน้มที่จะเพิ่มความเสี่ยงในการใช้สารกระตุ้น ดื่มเหล้า ดื่มชา กาแฟจัด สุบุรีจัดทำให้ตัวเองนอนไม่หลับอีกด้วย คุณสมบัติเด่นของกลุ่มผู้ถือรหัสนี้คือ พวกเขาจะสามารถรับผิดชอบหรือรับมือกับสถานการณ์ที่ซับซ้อนได้อย่างสงบ เป็นคนที่มีความรู้อย่างกว้างขวางเหมือนกับเชี่ยวชาญในทุกๆเรื่อง มีความเคารพ เอาใจใส่ เข้าใจผู้อื่นและสามารถช่วยเหลือผู้อื่นรับรู้ถึงปัญหาได้
wavs_64	ทุกอย่างเป็นไปได้คือ 3 2 ตัวหันหน้ามาประกบกันจะกลายเป็นเลข 8 ซึ่งเป็นสัญลักษณ์ของอินฟินิตี้ 3 3 ยังเป็นเลขสัญลักษณ์ของคำแนะนำตัวเลขมัสเตอร์นี้เชื่อมต่อกับ คุรุ เบื้องสูง ทูตสวรรค์ เป็นข้อความจากครูบาอาจารย์จากมิติเบื้องสูงที่รายล้อมตัวคุณและเสนอความช่วยเหลือสิ่งที่คุณต้องทำคือน้อมรับคำแนะนำในเชิงสัญลักษณ์นั้นและหาความหมาย ตัวเลขนี้ปรากฏขึ้นบนหน้าปัดดิจิตอลเมื่อใดขอให้คุณรู้ว่าเทพผู้พิทักษ์ของคุณต้องการสื่อสารกับคุณว่าสิ่งที่ทำอยู่ไม่ว่าจะเป็นโครงการใดๆที่คุณกำลังลงมือทำอยู่นั้นจะคุ้มค่ากับเวลาและการเสียสละของคุณและคุณกำลังได้รับความช่วยเหลือจากสิ่งที่มองไม่เห็น
wavs_65	มนุษย์ยังมีความกลัวหลงเหลืออยู่ในจิตสำนึกเมื่อนั้นการตื่นรู้เพื่อเข้าสู่การรู้แจ้งก็ไม่มีวันเกิดขึ้น เหมือนความกลัวเชื้อโรคของเราในตอนนี้ไงดอกจันทร์สร้างความแตกต่างให้แตกแยกเพื่อง่ายต่อการปกครอง โดยการใช้ศาสนาเป็นเครื่องมือหลักในการแบ่งแยกทางความคิดตามด้วยการแยกคนทางลักษณะเป็นเชื้อชาติ เพิ่มเติมด้วยการตีเส้นแบ่งเขตแดนให้เป็นประเทศเล็กเล็กน้อยน้อยและใส่ความขัดแย้งภายในไว้เป็นของแถม ดอกจันทร์มอมเมาด้วยอาหารที่ทำลายสุขภาพเพื่อให้อายุขายของมนุษย์สั้นลง สร้างมิติของนรกและสวรรค์ไว้คุมขังจิตวิญญาณให้หมุนเวียนตายเกิดอยู่บนโลกใบนี้
wavs_66	เธอเป็นพวกเอมพาร์ทิคค่ะคือคนที่สัมผัสพลังงานได้ไวอยู่ในห้องสัมมนานั้น เธอมีแต่ความอึดอัด คลื่นไส้และอยากจะอาเจียนตลอดเวลา เธอบอกว่าโดยพลังของความโลภแบบมวลรวมเล่นงานป้าถามกลับไปว่า ขีดความรู้สึกนี้บอกอะไรกับเรา ขีดผู้มีพระคุณกลุ่มนั้นแสดงอะไรให้เราดู ขีดการแสดงของพวกเขาป้องกันเราจากอะไร ขีดสิ่งที่เราต้องระวังสูงสุดในการเล่นกับความรู้สึกและจิตใจของผู้คนคืออะไร ขีดงานสัมมนานี้ให้ประโยชน์สูงสุดแก่เราในเรื่องใด เธอได้คำตอบให้กับตัวเองพร้อมกับยิ้มเบิกตากว้างและขอบคุณกลุ่มผู้มีพระคุณที่แสดงบางอย่างให้เธอได้เห็น
wavs_67	การทำงานแบบมนุษยธรรมนำหน้าการรับใช้สังคมความเป็นผู้นำ นักบริหารจัดการที่มุ่งเน้นไปยังประโยชน์ส่วนรวมความมีเมตตากรุณาพลังแห่งการเสียสละตนเองเป็นตัวเลขของการสิ้นสุดก่อนจะมีการเริ่มต้นใหม่ที่ดีกว่าสรุปก็คือหมายเลข 9 ยังเกี่ยวข้องกับจิตวิญญาณสากล โชคชะตาธรรมะและแนวคิดเรื่องของกฎแห่งกรรมวิธีแห่งจิตวิญญาณ 1919 คำแนะนำที่ส่งสัญญาณว่า ดอกจันทร์ จุดจบแห่งวิธีเดิมและการเริ่มต้นใหม่ที่สดใสในชีวิตของคุณกำลังใกล้เข้ามาหรือช่วงเวลาที่หักเหสำคัญใกล้จะสิ้นสุด สิ่งที่เกิดขึ้นนั้นเป็นไปตามผลของกฎแห่งกรรมเป็นสัญญาณเตือนให้คุณเตรียมชีวิตของคุณให้พร้อมสำหรับการเริ่มต้นใหม่ที่ยอดเยี่ยม
wavs_68	ทำให้เฉพาะกลุ่มจิตวิญญาณที่ยกระดับ As white civilizationจึงมีนักเดินทางในทุกระดับจิตแวะเวียนและเริ่มเข้ามาลงหลักปักฐานใช้ชีวิตอยู่บนดาวดวงนี้มากขึ้น กลุ่มผู้สร้างหรือสถาปนิกจึงได้เริ่มมีกฎให้กับดาวดวงนี้ได้เชิญรูปธรรมชีวิตชั้นสูงจากระบบดาวลูกไก่ทีอาเดียนมาอาศัยอยู่และทำหน้าที่เป็นผู้ดูแลความเป็นระเบียบเรียบร้อยให้กับดาวดวงนี้ การลงหลักปักฐานบนดาวไกรอาร์มีการแบ่งแยกโซนอย่างชัดเจนในสองทวีปหลักคือทวีปแอตแลนติสและเลอมูเรียกลุ่มผู้สนใจทางวิทยาศาสตร์ด้านวัตถุเทคโนโลยีแลกเปลี่ยนระหว่างดวงดาว มีการเมืองการปกครองแบบระบบกษัตริย์มุ่งเน้นเพื่อการพัฒนาคิดคุณวัตกรรมและใช้บริการ
wavs_69	หน้า หนึ่ง ร้อย สาม สิบ สี่ สอง สอง หน้า หนึ่ง ร้อย สาม สิบ หก สาม สาม หน้า หนึ่ง ร้อย สาม สิบ แปด หัวข้อย่อยซีรีส์ ออฟ นาโมโลจี ศาสตร์ พลัง ตัวเลขในเชิงสื่อสาร หนึ่ง สอง หนึ่ง สอง สอง หนึ่ง สอง หนึ่ง สอง หนึ่ง หนึ่ง สอง หนึ่ง สอง หนึ่ง สอง หนึ่ง หน้า หนึ่ง ร้อย สี่ สิบ สอง หนึ่ง สาม หนึ่ง สาม หนึ่ง หนึ่ง สาม สาม หนึ่ง สาม สาม หนึ่ง สาม หนึ่ง หนึ่ง สาม หน้า หนึ่ง ร้อย สี่ สิบ ห้า หนึ่ง หนึ่ง สอง สอง หนึ่ง หนึ่ง สาม สาม สอง สอง สาม หน้า หนึ่ง ร้อย สี่ สิบ แปด หนึ่ง สี่ หนึ่ง สี่ หนึ่ง สี่ สี่ หนึ่ง หนึ่ง หนึ่ง สี่ สี่ สี่ หนึ่ง หนึ่ง สี่ หน้า หนึ่ง ร้อย ห้า สิบ เอ็ด หนึ่ง ห้า หนึ่ง ห้า หนึ่ง ห้า ห้า หนึ่ง
wavs_70	และมีการร้องขอความช่วยเหลือออกไปแผนการจัดการกับดาวกายอานี้เป็นงานยากและซับซ้อนขึ้นมาอีกระดับหนึ่งของฝ่ายมืดและผ่องเพื่อนซึ่งจะเล่นกันซึ่งน่าไม่ได้เพราะบนดาวกายอามีจิตวิญญาณหลายกลุ่มมีทั้งผู้ถูกนำมาปล่อยใหม่ที่อยู่แบบโลกในมิติที่สามผู้ที่มีความสูงส่งเก่งกาจทางเทคโนโลยีหลากหลายเผ่าพันธุ์อย่างชาวแอตแลนเทียนและกลุ่มผู้มีแสงสว่างในตัวเองอย่างชาวมูที่เลอมูเรีย ซึ่งถือว่าเป็นจิตวิญญาณในระดับมิติที่ห้าไปแล้วถ้าจะเล่นซึ่งหน้านั้นอาจจะเป็นฉนวนของสงครามระหว่างแกแล็กซี่ครั้งที่สาม ซึ่งจะสร้างความเสียหายที่ยืดเยื้อขึ้นมาอีกครั้งหนึ่งงานจัดการกับไกด์อาของฝ่ายมืดภายใต้กลุ่ม
wavs_71	ในแง่ดีและรับฟังสัญชาตญาณและการชี้นำจากคู่รู้ภายในเลขนี้มาเพื่อให้คุณเพลิดเพลิงกับความสุขซึ่งเป็นผลตอบแทนที่คุณได้รับส่งความซาบซึ้งขอบคุณในความเจริญรุ่งเรืองของคุณพร้อมส่งต่อแบ่งปันต่อผู้คนหนึ่งแปดหนึ่งแปดมาส่งมอบพลังการตัดสินใจที่ดีงามเพื่อความมุ่งมั่นที่จะก้าวไปข้างหน้าอย่างเอาจริงเลขนี้มาเพื่อเตือนให้คุณรู้ว่าอย่าเครียดกับสถานการณ์ปัจจุบันจงอยู่ในวิธีของคุณมีศรัทธาและวางใจเชื่อมั่นในทักษะของตัวเองจงใช้ทักษะและภูมิปัญญาที่คุณมี โอกาสที่งดงามก็จะปรากฏอย่างเด่นชัดแน่นอนขอให้พวกคุณคอยมองหาสัญญาณจากผู้พิทักษ์ของคุณหนึ่งหนึ่งแปดแปดความหมายไม่ต่างกับหนึ่งแปดหนึ่งแปด
wavs_72	พรรคศักราชสมบัติ สมเด็จพระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง ๆ ในช่วงแรกสมาพันธ์แสงสว่างมีข้อตกลงให้ไกรอาร์ เป็นศูนย์กลางการเรียนรู้หรือโรงเรียนการแต่ระดับทางจิตเพียงแห่งเดียวของเอกภพ ที่เริ่มต้นจากมิติที่สามที่ถือว่าต่ำสุดและในโรงเรียนนี้จิตวิญญาณที่สอบผ่านบททดสอบสามารถเข้าสู่ความเป็นพลังที่ไม่สิ้นสุดซึ่งถือว่าเป็นรูปธรรมที่มีความก้าวหน้าสูงสุดได้เช่นกัน the infinite energy ชาวแรพไทยที่เหลือรอดได้กำหนด
wavs_73	ดาวอังคารและดาวโลกโดยมีจุดประสงค์ให้มนุษย์สายพันธุ์ใหม่นี้ได้อยู่ร่วมกันอย่างสันติสุขและฟอกจิตเพื่อเพิ่มระดับทางจิตวิญญาณจนสามารถเข้าสู่ระดับดีไวไลท์ผู้มีแสงสว่างในตัวเองหรือเทพ เมื่อนั้นกลุ่มฮาร์ดคอจึงจะหลุดพ้นจากโลกสามมิติซึ่งเป็นโรคแห่งทางเลือกเสรีของจิตวิญญาณ The Free Will น่าเสียดายแผนการที่สวยงามแต่กลับโดนโจรสลัดแล็บไทด์ดักต้นซะงั้น วิศวกรชาวไซเรียนและทีมงานได้ทำการจัดสร้างสิ่งจำเป็นเสริมชั้นบรรยากาศเพื่อความเหมาะสมให้สามารถดำรงชีพบนดาวสุขและดาวอังคารได้อย่างพอเหมาะพอดีกับผู้มาใหม่ให้อยู่ร่วมกับชาวพื้นเมืองดั้งเดิมที่อาศัยอยู่ก่อนหน้านี้แล้ว ส่วนดาวโลกนั้น
wavs_74	ข้อ ที่ หก หน้า สอง ร้อย สิบ สาม ตอน ที่ สิบ กด จักรวาล ข้อ ที่ เจ็ด หน้า สอง ร้อย สิบ หก ตอน ที่ สิบเอ็ด บทสรุป ของ โรงเรียน ลึกลับ โบราณ หน้า สอง ร้อย ยี่ สิบ หก ตอน ที่ สิบ สอง บทส่งท้าย หน้า สอง ร้อย ยี่ สิบ สอง หัวข้อ เรื่องเล่าของป้าแพม เดอะเซเลนเยียสไซเคิล ล รอบเจ็ดปี วงจรทางพลังงาน หน้าสองร้อยสามสิบ ขยะก็เล่าเรื่องได้ หน้าสองร้อยสามสิบสี่ ภาระทางจิต หน้าสองร้อยสามสิบหกถึงเหล่าผู้ตื่น ล เพื่อก้าวสู่เส้นทางแห่งแสงสว่าง ไลท์เวิร์กเกอร์ พาร์ท หน้าสองร้อยสี่สิบสอง เดอะเล่นเกรด ฟอลล์ อินเดีย
wavs_75	หมายเลข 5 ก็แล้วกัน 5 เป็นตัวเลขที่สื่อความหมายของธรรมชาติและศิลปะเป็นตัวเลขที่อยู่กึ่งกลางเป็นสัญลักษณ์การเปลี่ยนแปลงชีวิตที่เรียนรู้จากประสบการณ์ที่มาจากความหลากหลายซึ่งสามารถทำให้คุณเลือกใช้ชีวิตในเชิงบวกและการตัดสินใจดำเนินชีวิตด้วยการดึงบทเรียนผ่านประสบการณ์ ส่วนความหมายในด้านลบของคนที่เจอหมายเลข 5 บ่อยๆ นี้ คือจะมีผื่นคันความรับผิดชอบต่างงานอ่อนบุกพลิกดูไม่น่าเชื่อถือ ออกแนวชอบกระสับกระส่าย ซบเซา ไร้ชีวิตชีวา กลัวการเปลี่ยนแปลงเหมือนคนขาดพลังชีวิต 1515 จะมีการเปลี่ยนแปลงมากมายแบบรวดเร็วซึ่งแน่นอนการเปลี่ยนแปลงนั้นเป็นไปในทางบวกอาจจะมีบางอย่างที่ส่งผลกระทบต่อชีวิต
wavs_76	ก่อนหน้านี้ยังมีการกระมิดกระเมี้ยนแบบแอบขมิบอยู่ การโคจรเข้ามาในระบบสุริยะของนิบิรุ ใช้เวลาสามพันหกร้อยปีต่อรอบของโลกไกอาร์ นิบิรุเขาก็เป็นของเขาอย่างนี้ โคจรมาแบบนี้ทุกทุกสามพันหกร้อยปีของเขามาตั้งนานแล้ว ไม่มีอะไรมาก ไม่มีอะไรน่าตื่นเต้น ซึ่งแน่นอนในทุกทุกการเดินทางเข้ามาส่งผลให้มีการเปลี่ยนแปลงสภาวะภูมิอากาศและสนามแม่เหล็กมีการกระเทือนและกระเพื่อมบ้าง แรพไทด์ดิ้นเฮือกสุดท้ายเพื่อหาแนวร่วมใหม่ที่เข้ามาในระบบสุริยะได้อย่างปลอดภัยซึ่งแน่นอนเป้าหมายคือผู้ที่โคจรเข้ามาตามปกติธรรมดาทุกสามพันหกร้อยปีซึ่งจะไม่ถูกตรวจตราแบบเข้มงวดเหมือนกับผู้ตรงเข้ามารายอื่นอื่น
wavs_77	ประโยชน์จากทรัพยากรธรรมชาติจะรวมตัวอยู่ที่ทวีปแอตแลนติส ส่วนที่เลอมูเรียเป็นที่อยู่ของผู้ที่ชอบความสงบมุ่งเน้นพัฒนาทักษะด้านพลังจิตเพื่อยกระดับจิตวิญญาณและการปกครองอยู่ภายใต้ผู้นำนักบวชโดยมีนักบวชหญิงเป็นผู้นำสูงสุด the high pittest ชาวมูทุกคนเป็นจิตวิญญาณที่แอชวานในระดับจิตของมิติที่ห้า โปรดติดตามตอนต่อไปสงครามระหว่างดวงดาว the starwars ด้านล่างเป็นภาพประกอบ เป็นภาพขาวดำมีรูปผู้หญิงผมยาว กุมมือระดับหน้าอกแหงนหน้าขึ้นหลับตาท่าทางเหมือนกำลังอธิษฐานขอพร
